analytics_api.freshness
aws.elasticache.engine_cpuutilization
aws.elasticache.eval_based_cmds
aws.elasticache.eval_based_cmds_latency
aws.elasticache.evictions
aws.elasticache.freeable_memory
aws.elasticache.get_type_cmds
aws.elasticache.get_type_cmds_latency
aws.elasticache.hash_based_cmds
aws.elasticache.hash_based_cmds_latency
aws.elasticache.is_master
aws.elasticache.key_authorization_failures
aws.elasticache.key_based_cmds
aws.elasticache.key_based_cmds_latency
aws.elasticache.keys_tracked
aws.elasticache.list_based_cmds
aws.elasticache.list_based_cmds_latency
aws.elasticache.master_link_health_status
aws.elasticache.memory_fragmentation_ratio
aws.elasticache.network_bandwidth_in_allowance_exceeded
aws.elasticache.network_bandwidth_out_allowance_exceeded
aws.elasticache.network_bytes_in
aws.elasticache.network_bytes_out
aws.elasticache.network_conntrack_allowance_exceeded
aws.elasticache.network_packets_in
aws.elasticache.network_packets_out
aws.elasticache.network_packets_per_second_allowance_exceeded
aws.elasticache.new_connections
aws.elasticache.node_count
aws.elasticache.non_key_type_cmds
aws.elasticache.non_key_type_cmds_latency
aws.elasticache.pub_sub_based_cmds
aws.elasticache.pub_sub_based_cmds_latency
aws.elasticache.reclaimed
aws.elasticache.replication_bytes
aws.elasticache.replication_lag
aws.elasticache.save_in_progress
aws.elasticache.set_based_cmds
aws.elasticache.set_based_cmds_latency
aws.elasticache.set_type_cmds
aws.elasticache.set_type_cmds_latency
aws.elasticache.sorted_set_based_cmds
aws.elasticache.sorted_set_based_cmds_latency
aws.elasticache.string_based_cmds
aws.elasticache.string_based_cmds_latency
aws.elasticache.swap_usage
aws.elasticache.traffic_management_active
aws.elb.backend_connection_errors
aws.elb.desync_mitigation_mode_non_compliant_request_count
aws.elb.estimated_albactive_connection_count
aws.elb.estimated_albconsumed_lcus
aws.elb.estimated_albnew_connection_count
aws.elb.estimated_processed_bytes
aws.elb.healthy_host_count
aws.elb.healthy_host_count.maximum
aws.elb.healthy_host_count.minimum
aws.elb.healthy_host_count_deduped
aws.elb.httpcode_elb_4xx
aws.elb.httpcode_elb_5xx
aws.elb.latency
aws.elb.latency.maximum
aws.elb.latency.minimum
aws.elb.latency.p50
aws.elb.latency.p95
aws.elb.latency.p99
aws.elb.request_count
aws.elb.surge_queue_length
aws.elb.un_healthy_host_count
aws.elb.un_healthy_host_count.maximum
aws.elb.un_healthy_host_count.minimum
aws.elb.un_healthy_host_count_deduped
aws.events.failed_invocations
aws.events.invocations
aws.events.matched_events
aws.events.triggered_rules
aws.firehose.bytes_per_second_limit
aws.firehose.data_read_from_kinesis_stream_bytes
aws.firehose.data_read_from_kinesis_stream_records
aws.firehose.data_read_from_kinesis_stream_records.sum
aws.firehose.delivery_to_s_3bytes
aws.firehose.delivery_to_s_3bytes.sum
aws.firehose.delivery_to_s_3data_freshness
aws.firehose.delivery_to_s_3records
aws.firehose.delivery_to_s_3records.average
aws.firehose.delivery_to_s_3success
aws.firehose.delivery_to_s_3success.sum
aws.firehose.incoming_bytes
aws.firehose.incoming_put_requests
aws.firehose.incoming_records
aws.firehose.kinesis_millis_behind_latest
aws.firehose.kinesis_millis_behind_latest.maximum
aws.firehose.kmskey_access_denied
aws.firehose.kmskey_disabled
aws.firehose.kmskey_invalid_state
aws.firehose.kmskey_not_found
aws.firehose.list_delivery_streams_latency
aws.firehose.list_delivery_streams_latency.maximum
aws.firehose.list_delivery_streams_requests
aws.firehose.put_record_bytes
aws.firehose.put_record_bytes.average
aws.firehose.put_record_latency
aws.firehose.put_record_latency.maximum
aws.firehose.put_record_requests
aws.firehose.put_requests_per_second_limit
aws.firehose.records_per_second_limit
aws.firehose.throttled_get_records
aws.firehose.throttled_get_shard_iterator
aws.firehose.throttled_records
aws.kinesis.get_records_bytes
aws.kinesis.get_records_bytes.maximum
aws.kinesis.get_records_bytes.minimum
aws.kinesis.get_records_bytes.sum
aws.kinesis.get_records_iterator_age
aws.kinesis.get_records_iterator_age.maximum
aws.kinesis.get_records_iterator_age_milliseconds
aws.kinesis.get_records_iterator_age_milliseconds.maximum
aws.kinesis.get_records_latency
aws.kinesis.get_records_latency.maximum
aws.kinesis.get_records_records
aws.kinesis.get_records_records.maximum
aws.kinesis.get_records_records.minimum
aws.kinesis.get_records_records.sum
aws.kinesis.get_records_success
aws.kinesis.get_records_success.average
aws.kinesis.read_provisioned_throughput_exceeded
aws.kinesis.read_provisioned_throughput_exceeded.average
aws.kinesis.read_provisioned_throughput_exceeded.maximum
aws.kinesis.read_provisioned_throughput_exceeded.minimum
aws.kinesis.shard_count
aws.kinesis.stream_count
aws.lambda.async_event_age
aws.lambda.async_event_age.maximum
aws.lambda.async_event_age.minimum
aws.lambda.async_event_age.sum
aws.lambda.async_events_dropped
aws.lambda.async_events_received
aws.lambda.concurrent_executions
aws.lambda.concurrent_executions.maximum
aws.lambda.concurrent_executions.minimum
aws.lambda.concurrent_executions.sum
aws.lambda.concurrent_executions_global
aws.lambda.concurrent_executions_global.maximum
aws.lambda.concurrent_executions_global.minimum
aws.lambda.concurrent_executions_global.sum
aws.lambda.duration
aws.lambda.duration.maximum
aws.lambda.duration.minimum
aws.lambda.duration.p50
aws.lambda.duration.p80
aws.lambda.duration.p95
aws.lambda.duration.p99
aws.lambda.duration.p99.9
aws.lambda.duration.sum
aws.lambda.errors
aws.lambda.invocations
aws.lambda.memorysize
aws.lambda.throttles
aws.lambda.timeout
aws.lambda.unreserved_concurrent_executions
aws.lambda.unreserved_concurrent_executions.maximum
aws.lambda.unreserved_concurrent_executions.minimum
aws.lambda.unreserved_concurrent_executions.sum
aws.logs.delivery_errors
aws.logs.delivery_throttling
aws.logs.forwarded_bytes
aws.logs.forwarded_log_events
aws.logs.incoming_bytes
aws.logs.incoming_log_events
aws.natgateway.active_connection_count
aws.natgateway.active_connection_count.maximum
aws.natgateway.active_connection_count.minimum
aws.natgateway.bytes_in_from_destination
aws.natgateway.bytes_in_from_destination.sum
aws.natgateway.bytes_in_from_source
aws.natgateway.bytes_in_from_source.sum
aws.natgateway.bytes_out_to_destination
aws.natgateway.bytes_out_to_destination.sum
aws.natgateway.bytes_out_to_source
aws.natgateway.bytes_out_to_source.sum
aws.natgateway.connection_attempt_count
aws.natgateway.connection_attempt_count.sum
aws.natgateway.connection_established_count
aws.natgateway.connection_established_count.sum
aws.natgateway.error_port_allocation
aws.natgateway.error_port_allocation.sum
aws.natgateway.idle_timeout_count
aws.natgateway.idle_timeout_count.sum
aws.natgateway.packets_drop_count
aws.natgateway.packets_drop_count.sum
aws.natgateway.packets_in_from_destination
aws.natgateway.packets_in_from_destination.sum
aws.natgateway.packets_in_from_source
aws.natgateway.packets_in_from_source.sum
aws.natgateway.packets_out_to_destination
aws.natgateway.packets_out_to_destination.sum
aws.natgateway.packets_out_to_source
aws.natgateway.packets_out_to_source.sum
aws.natgateway.peak_packets_per_second
aws.networkelb.active_flow_count
aws.networkelb.active_flow_count.maximum
aws.networkelb.active_flow_count.minimum
aws.networkelb.active_flow_count_tcp
aws.networkelb.active_flow_count_tls
aws.networkelb.active_flow_count_udp
aws.networkelb.client_tlsnegotiation_error_count
aws.networkelb.consumed_lcus
aws.networkelb.consumed_lcus_tcp
aws.networkelb.consumed_lcus_tls
aws.networkelb.consumed_lcus_udp
aws.networkelb.healthy_host_count
aws.networkelb.healthy_host_count.maximum
aws.networkelb.healthy_host_count.minimum
aws.networkelb.new_flow_count
aws.networkelb.new_flow_count_tcp
aws.networkelb.new_flow_count_tls
aws.networkelb.new_flow_count_udp
aws.networkelb.peak_packets_per_second
aws.networkelb.port_allocation_error_count
aws.networkelb.processed_bytes
aws.networkelb.processed_bytes_tcp
aws.networkelb.processed_bytes_tls
aws.networkelb.processed_bytes_udp
aws.networkelb.processed_packets
aws.networkelb.target_tlsnegotiation_error_count
aws.networkelb.tcpclient_reset_count
aws.networkelb.tcpelbreset_count
aws.networkelb.tcptarget_reset_count
aws.networkelb.un_healthy_host_count
aws.networkelb.un_healthy_host_count.maximum
aws.networkelb.un_healthy_host_count.minimum
aws.networkelb.unhealthy_routing_flow_count
aws.rds.burst_balance
aws.rds.checkpoint_lag
aws.rds.cpuutilization
aws.rds.database_connections
aws.rds.dbload
aws.rds.dbload_cpu
aws.rds.dbload_non_cpu
aws.rds.disk_queue_depth
aws.rds.ebsbyte_balance
aws.rds.ebsiobalance
aws.rds.free_storage_space
aws.rds.freeable_memory
aws.rds.maximum_used_transaction_ids
aws.rds.network_receive_throughput
aws.rds.network_transmit_throughput
aws.rds.oldest_replication_slot_lag
aws.rds.read_iops
aws.rds.read_latency
aws.rds.read_throughput
aws.rds.replica_lag
aws.rds.replication_slot_disk_usage
aws.rds.snapshot_storage_used
aws.rds.swap_usage
aws.rds.total_backup_storage_billed
aws.rds.total_storage_space
aws.rds.transaction_logs_disk_usage
aws.rds.transaction_logs_generation
aws.rds.vcpu.count
aws.rds.write_iops
aws.rds.write_latency
aws.rds.write_throughput
aws.redshift.auto_vacuum_space_freed
aws.redshift.commit_queue_length
aws.redshift.concurrency_scaling_active_clusters
aws.redshift.concurrency_scaling_seconds
aws.redshift.cpuutilization
aws.redshift.database_connections
aws.redshift.health_status
aws.redshift.maintenance_mode
aws.redshift.max_configured_concurrency_scaling_clusters
aws.redshift.network_receive_throughput
aws.redshift.network_transmit_throughput
aws.redshift.num_exceeded_schema_quotas
aws.redshift.percentage_disk_space_used
aws.redshift.queries_completed_per_second
aws.redshift.query_duration
aws.redshift.query_runtime_breakdown
aws.redshift.read_iops
aws.redshift.read_latency
aws.redshift.read_throughput
aws.redshift.redshift_managed_storage_total_capacity
aws.redshift.total_table_count
aws.redshift.wlmqueries_completed_per_second
aws.redshift.wlmquery_duration
aws.redshift.wlmqueue_length
aws.redshift.wlmqueue_wait_time
aws.redshift.wlmrunning_queries
aws.redshift.write_iops
aws.redshift.write_latency
aws.redshift.write_throughput
aws.route53.dnsqueries
aws.s3.4xx_errors
aws.s3.5xx_errors
aws.s3.all_requests
aws.s3.bucket_size_bytes
aws.s3.bytes_downloaded
aws.s3.bytes_uploaded
aws.s3.first_byte_latency
aws.s3.first_byte_latency.maximum
aws.s3.first_byte_latency.minimum
aws.s3.first_byte_latency.p50
aws.s3.first_byte_latency.p90
aws.s3.first_byte_latency.p95
aws.s3.first_byte_latency.p99
aws.s3.first_byte_latency.p99.99
aws.s3.get_requests
aws.s3.head_requests
aws.s3.number_of_objects
aws.s3.post_requests
aws.s3.put_requests
aws.s3.total_request_latency
aws.s3.total_request_latency.maximum
aws.s3.total_request_latency.minimum
aws.s3.total_request_latency.p50
aws.s3.total_request_latency.p90
aws.s3.total_request_latency.p95
aws.s3.total_request_latency.p99
aws.s3.total_request_latency.p99.99
aws.ses.max_24_hour_send
aws.ses.sent_last_24_hours
aws.sns.number_of_messages_published
aws.sns.number_of_notifications_delivered
aws.sns.number_of_notifications_failed
aws.sns.publish_size
aws.sqs.approximate_age_of_oldest_message
aws.sqs.approximate_number_of_messages_delayed
aws.sqs.approximate_number_of_messages_not_visible
aws.sqs.approximate_number_of_messages_visible
aws.sqs.number_of_empty_receives
aws.sqs.number_of_messages_deleted
aws.sqs.number_of_messages_received
aws.sqs.number_of_messages_sent
aws.sqs.sent_message_size
aws.states.consumed_capacity
aws.states.consumed_capacity.sum
aws.states.provisioned_bucket_size
aws.states.provisioned_bucket_size.sum
aws.states.provisioned_refill_rate
aws.states.provisioned_refill_rate.sum
aws.states.throttled_events
aws.states.throttled_events.sum
aws.trustedadvisor.green_checks
aws.trustedadvisor.red_checks
aws.trustedadvisor.red_resources
aws.trustedadvisor.service_limit_usage
aws.trustedadvisor.yellow_checks
aws.trustedadvisor.yellow_resources
aws.usage.call_count
aws.usage.call_count.maximum
aws.usage.call_count.minimum
aws.usage.call_count.sum
aws.usage.error_count
aws.usage.resource_count
aws.usage.resource_count.maximum
aws.usage.resource_count.minimum
aws.usage.resource_count.sum
aws.usage.throttle_count
aws.vpn.tunnel_data_in
aws.vpn.tunnel_data_in.sum
aws.vpn.tunnel_data_out
aws.vpn.tunnel_data_out.sum
aws.vpn.tunnel_state
aws.workspaces.available
aws.workspaces.available.sum
aws.workspaces.maintenance
aws.workspaces.maintenance.sum
aws.workspaces.stopped
aws.workspaces.stopped.sum
aws.workspaces.unhealthy
aws.workspaces.unhealthy.sum
aws.workspaces.user_connected
aws.workspaces.user_connected.sum
aws_load_balancer_controller.errors
background_refund_job.95percentile
background_refund_job.avg
background_refund_job.count
background_refund_job.max
background_refund_job.median
batches.complete
batches.create
batches.death
batches.success
bluebot.deploy
bluebot.deployStage
bluebot.deployStageDuration
bluebot.deployTotalDuration
bump_amount.amount
bump_amount.count
bump_tip.amount
bump_tip.count
cert_manager.certificate.install.count
cert_manager.certificate.install.time.95percentile
cert_manager.certificate.install.time.avg
cert_manager.certificate.install.time.count
cert_manager.certificate.install.time.max
cert_manager.certificate.install.time.median
cert_manager.error.count
cert_manager.renewCertificate.count
cert_manager.renewCertificate.time.95percentile
cert_manager.renewCertificate.time.avg
cert_manager.renewCertificate.time.count
cert_manager.renewCertificate.time.max
cert_manager.renewCertificate.time.median
cert_manager.renewDomain.count
cert_manager.renewDomain.time.95percentile
cert_manager.renewDomain.time.avg
cert_manager.renewDomain.time.count
cert_manager.renewDomain.time.max
cert_manager.renewDomain.time.median
certificates.x509.days_left
charts.today
circleci.job_complete
container.cpu.limit
container.cpu.system
container.cpu.throttled
container.cpu.throttled.periods
container.cpu.usage
container.cpu.user
container.io.read
container.io.read.operations
container.io.write
container.io.write.operations
container.memory.cache
container.memory.kernel
container.memory.limit
container.memory.oom_events
container.memory.rss
container.memory.swap
container.memory.usage
container.memory.working_set
container.net.rcvd
container.net.rcvd.packets
container.net.sent
container.net.sent.packets
container.pid.open_files
container.pid.thread_count
container.uptime
contribute.enqueue
contribute_bump_amount.enqueue
contribute_bump_tip.enqueue
contribute_express_lane_cancel_unique_key.enqueue
contribution.dequeue.failure
contribution.dequeue.success
contribution.failed.amount
contribution.queued.amount
contribution.successful.amount
contribution.successful.amount.over10k
contribution.successfully_replayed.amount
contributions.amount
contributions.blocked.count
contributions.count
contributions.created.count
contributions.mavi_replays
contributions.recurring.count
controller_actions.count
controller_actions.duration.95percentile
controller_actions.duration.avg
controller_actions.duration.count
controller_actions.duration.db_runtime.95percentile
controller_actions.duration.db_runtime.avg
controller_actions.duration.db_runtime.count
controller_actions.duration.db_runtime.max
controller_actions.duration.db_runtime.median
controller_actions.duration.max
controller_actions.duration.median
controller_actions.duration.view_runtime.95percentile
controller_actions.duration.view_runtime.avg
controller_actions.duration.view_runtime.count
controller_actions.duration.view_runtime.max
controller_actions.duration.view_runtime.median
coredns.build_info
coredns.cache_hits_count
coredns.cache_misses_count
coredns.cache_size.count
coredns.forward_healthcheck_broken_count
coredns.forward_healthcheck_failure_count
coredns.forward_max_concurrent_rejects
coredns.forward_request_count
coredns.forward_request_duration.seconds.count
coredns.forward_request_duration.seconds.sum
coredns.forward_response_rcode_count
coredns.go.gc_duration_seconds.count
coredns.go.gc_duration_seconds.quantile
coredns.go.gc_duration_seconds.sum
coredns.go.goroutines
coredns.go.info
coredns.go.memstats.alloc_bytes
coredns.go.memstats.alloc_bytes_total
coredns.go.memstats.buck_hash_sys_bytes
coredns.go.memstats.frees_total
coredns.go.memstats.gc_cpu_fraction
coredns.go.memstats.gc_sys_bytes
coredns.go.memstats.heap_alloc_bytes
coredns.go.memstats.heap_idle_bytes
coredns.go.memstats.heap_inuse_bytes
coredns.go.memstats.heap_objects
coredns.go.memstats.heap_released_bytes
coredns.go.memstats.heap_sys_bytes
coredns.go.memstats.last_gc_time_seconds
coredns.go.memstats.lookups_total
coredns.go.memstats.mallocs_total
coredns.go.memstats.mcache_inuse_bytes
coredns.go.memstats.mcache_sys_bytes
coredns.go.memstats.mspan_inuse_bytes
coredns.go.memstats.mspan_sys_bytes
coredns.go.memstats.next_gc_bytes
coredns.go.memstats.other_sys_bytes
coredns.go.memstats.stack_inuse_bytes
coredns.go.memstats.stack_sys_bytes
coredns.go.memstats.sys_bytes
coredns.health_request_duration.count
coredns.health_request_duration.sum
coredns.hosts.reload_timestamp
coredns.kubernetes.dns_programming_duration.count
coredns.kubernetes.dns_programming_duration.sum
coredns.panic_count.count
coredns.plugin_enabled
coredns.process.cpu_seconds_total
coredns.process.max_fds
coredns.process.open_fds
coredns.process.resident_memory_bytes
coredns.process.start_time_seconds
coredns.process.virtual_memory_bytes
coredns.reload.failed_count
coredns.request_count
coredns.request_duration.seconds.count
coredns.request_duration.seconds.sum
coredns.request_size.bytes.count
coredns.request_size.bytes.sum
coredns.response_code_count
coredns.response_size.bytes.count
coredns.response_size.bytes.sum
csv_generation.95percentile
csv_generation.avg
csv_generation.count
csv_generation.max
csv_generation.median
datadog.agent.python.version
datadog.agent.running
datadog.agent.started
datadog.api.rest
datadog.apm.appsec_host
datadog.apm.dyno_host_instance
datadog.apm.host_instance
datadog.appsec.host_instance
datadog.cluster_agent.admission_webhooks.certificate_expiry
datadog.cluster_agent.admission_webhooks.mutation_attempts
datadog.cluster_agent.admission_webhooks.mutation_errors
datadog.cluster_agent.admission_webhooks.reconcile_errors
datadog.cluster_agent.admission_webhooks.reconcile_success
datadog.cluster_agent.admission_webhooks.webhooks_received
datadog.cluster_agent.aggregator.flush
datadog.cluster_agent.aggregator.processed
datadog.cluster_agent.api_requests
datadog.cluster_agent.autodiscovery.errors
datadog.cluster_agent.autodiscovery.poll_duration.count
datadog.cluster_agent.autodiscovery.poll_duration.sum
datadog.cluster_agent.autodiscovery.watched_resources
datadog.cluster_agent.cluster_checks.configs_dangling
datadog.cluster_agent.cluster_checks.configs_dispatched
datadog.cluster_agent.cluster_checks.configs_info
datadog.cluster_agent.cluster_checks.nodes_reporting
datadog.cluster_agent.go.goroutines
datadog.cluster_agent.go.memstats.alloc_bytes
datadog.cluster_agent.go.threads
datadog.cluster_agent.running
datadog.dogstatsd.client.aggregated_context
datadog.dogstatsd.client.aggregated_context_by_type
datadog.dogstatsd.client.bytes_dropped
datadog.dogstatsd.client.bytes_dropped_queue
datadog.dogstatsd.client.bytes_dropped_writer
datadog.dogstatsd.client.bytes_sent
datadog.dogstatsd.client.events
datadog.dogstatsd.client.metric_dropped_on_receive
datadog.dogstatsd.client.metrics
datadog.dogstatsd.client.metrics_by_type
datadog.dogstatsd.client.packets_dropped
datadog.dogstatsd.client.packets_dropped_queue
datadog.dogstatsd.client.packets_dropped_writer
datadog.dogstatsd.client.packets_sent
datadog.dogstatsd.client.service_checks
datadog.estimated_usage.apm.host_instance_stats
datadog.estimated_usage.apm.indexed_spans
datadog.estimated_usage.apm.indexed_spans.by_tag
datadog.estimated_usage.apm.indexed_spans_by_host
datadog.estimated_usage.apm.ingested_bytes
datadog.estimated_usage.apm.ingested_bytes.by_tag
datadog.estimated_usage.apm.ingested_bytes_by_host
datadog.estimated_usage.apm.ingested_spans
datadog.estimated_usage.apm.ingested_spans_by_host
datadog.estimated_usage.apm.ingested_traces
datadog.estimated_usage.apm_hosts
datadog.estimated_usage.asm.hosts
datadog.estimated_usage.containers
datadog.estimated_usage.events.custom_events
datadog.estimated_usage.events.ingested_events
datadog.estimated_usage.hosts
datadog.estimated_usage.incident_management.active_users
datadog.estimated_usage.logs.ingested_bytes
datadog.estimated_usage.logs.ingested_events
datadog.estimated_usage.logs.pipelines.ingested_bytes
datadog.estimated_usage.logs.pipelines.ingested_events
datadog.estimated_usage.metrics.custom
